Pitcher,PitcherTeam,TaggedPitchType,Stuff+,RelSpeed,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,AdjustedVAA,AdjustedHAA
"McKee, Tate",GIT_YEL,Fastball,92,92.75143958579882,5.89493926035503,0.9936230769230769,5.46031976331361,13.936459053254437,11.137052278106509,-0.04491621252825789,0.7574099632809412
"Shaw, Evan",KAN_JAY,Fastball,92,91.60065987755102,5.794536653061225,-3.024604081632653,6.336730204081633,8.803549306122449,-10.07198555102041,-0.3959467937972225,1.4534017477037113
"Karson, Zach",FOR_RAM,Fastball,92,79.08923785714286,5.761789285714286,-1.6590214285714284,5.856696428571429,19.782694285714285,-8.078362142857143,-0.5911240326066969,0.09189584872964505
"Gist, Matthew",SOU_COU,Fastball,92,84.08212928571429,5.655266020408162,-0.43698112244897963,6.120381734693877,18.26792081632653,-6.732240714285714,-0.06407851954262361,-0.9959152307834211
"Staerker, Sam",CAN_GRI,Fastball,92,87.65845909090909,5.553648181818182,2.109491363636364,5.476384090909091,17.026546363636363,10.563691363636364,0.24240823224817742,-0.48204761055613976
"Hall, Edward",DAV_WIL,Fastball,92,88.23300384615385,5.974403173076923,1.668996826923077,5.815854038461539,18.76811278846154,11.698083846153846,-0.02290693313832049,0.07105802108304886
"Callaway, Andrew",WVN_MN2,Fastball,92,86.58905285714286,6.086838571428571,-0.7915742857142857,5.463865714285714,19.760814285714282,-8.870775714285715,-0.14874903957606808,-0.9741474426174115
"Alwine, Evan",FLO_PAN,Fastball,92,87.74577401234568,6.248843086419753,1.5699388888888888,5.506826481481482,19.698396172839505,10.15006574074074,-0.2711952252593944,0.02187462915878581
"Donley, Ryan",OAK_GOL,Fastball,92,83.61917888888888,5.64005,-2.0070602777777777,7.526697777777778,10.83616638888889,-2.195923888888889,-0.8296064752703994,1.142217482907191
"Grause, Austin",USF_BUL,Fastball,92,90.85930413793103,5.7493468965517245,1.3830755172413793,6.299567241379311,16.03315724137931,9.204920344827585,0.13852525953567324,0.12956350126204466
"Alcin, Ronaldhino",CAI_UNI,Fastball,92,84.3028865,4.23702475,2.8096315,4.6122735,9.96578825,14.713983250000002,0.6034171693366873,-0.8522958769752359
"Rich, Lucas",LEH_MOU,Fastball,92,90.76086716666667,6.367437333333333,1.3725485,6.639675666666666,17.859502833333334,7.472486833333334,-0.35218130613279164,0.042290494615109475
"Vaughns, Jonathan",UCLA,Fastball,92,90.27725546666667,6.614222266666666,0.44036026666666667,5.596750933333333,16.378620266666665,8.193858,-0.7631106713694578,1.0477988502421896
"Beaty, Jake",APP_MOU,Sinker,92,82.6961009090909,5.357802727272728,-2.7585754545454546,6.3267454545454545,13.415253636363637,-6.468998181818182,0.010405223555925406,1.3971843972988287
"Langrell, Garrett",EKU_COL,Sinker,92,85.51626592857143,4.355079714285714,3.781704642857143,7.012004428571428,2.432088428571429,14.930473285714285,0.2536630859589284,-2.132541063793841
"Voit, Mitchell",MIC_WOL,Fastball,92,89.93026501466275,6.117636744868035,0.9420282111436951,6.007187390029325,17.37646357771261,6.767513607038123,-0.1585256037971519,0.39236492188308736
"McEwen, Max",IND_SYC,Fastball,92,89.62914979591837,5.352307142857144,2.3890189795918366,5.748655306122449,15.96541693877551,17.57569693877551,0.43042631389649716,-0.14919392652521268
"LaSpaluto, Grey",APP_MOU,Fastball,92,89.41948086378737,6.072692026578073,1.1366585049833886,5.827552890365448,18.23190953488372,6.856641029900333,-0.06938801669868366,0.25128962928218596
"Wehner, Carson",ELO_PHO,Fastball,92,86.37562672514619,5.476762105263158,1.7146256725146198,5.532310818713451,16.227695847953218,6.5991838596491235,0.1449736719843427,-0.37570543506963744
"Ladd, Raymond",RAD_HIG,Fastball,92,89.00165287749289,5.5773752991453,3.010577207977208,7.342325498575499,14.612737378917378,9.14185301994302,0.17250432931183493,-1.6378290115000724
"Elkhill, Andrew",SAL_JAG,Fastball,92,87.31633388888889,5.7854383333333335,-1.800002222222222,5.9776444444444445,16.767417777777776,-6.074932777777778,-0.107851476708209,0.4325552034218198
"Hurd, Logan",TUL_GRE,Sinker,92,89.420571,5.237676,-2.3171965,6.346642,9.130818999999999,-9.8918915,0.30143540975253247,0.6444987786361195
"Rembisz, Ryan",POR_PIL,Fastball,92,87.1168570967742,5.616087903225806,-2.0012437096774196,5.8398540322580645,15.158926935483871,-8.884637096774194,-0.027035423479490884,0.4727874707680308
"Russo, Thoms",CAN_GRI,Fastball,92,85.76197395348838,4.977139302325582,1.472793023255814,5.5254469767441865,13.879399069767443,9.51859,0.3352711407051672,0.09044864002228667
